id_str,user.screen_name,in_reply_to_screen_name,created_at,favorite_count,quote_count,reply_count,retweet_count,truncated,lang,text,from
995679471507267584,TheDemocrats,,2018-05-13 14:57:39,531,0,0,207,False,en,"Happy #MothersDay to all the moms across the country, including @AmandaK_B, the DNC's National Political and Organizing Director. Today — and everyday —, we make this promise: We will fight tirelessly to ensure that your kids have a fair shot at the American Dream. https://t.co/LXJSfatBZi",regular
995464855917400066,TheDemocrats,,2018-05-13 00:44:51,0,0,0,61,False,en,"RT @CTDems: .@MayorMark won't stand up for our workers, for women's health, for the LGBTQ community, or for our state. Let's be very clear,…",regular
995456464717262848,CTDems,,2018-05-13 00:11:30,106,0,0,61,False,en,".@MayorMark won't stand up for our workers, for women's health, for the LGBTQ community, or for our state. Let's be very clear, Mark Boughton supports Donald Trump's policies and wants to be his partner in Connecticut.",from_retweeted_status
995425258185379841,TheDemocrats,,2018-05-12 22:07:30,412,0,0,281,False,en,"Oklahoma Republicans have passed a law that will allow adoption and foster care agencies to turn away loving, qualified LGBTQ couples seeking to care for a child in need. It's a license to discriminate and it's not okay. https://t.co/vF2ziN5K8M",regular
995396764411756546,TheDemocrats,,2018-05-12 20:14:16,0,0,0,71,False,en,RT @INDems: Ready to elect more Hoosier Democrats up and down the ballot? We're hiring field organizers! https://t.co/IR8J1eTbZz https://t.…,regular
994615044884254720,INDems,,2018-05-10 16:28:00,137,0,0,71,False,en,Ready to elect more Hoosier Democrats up and down the ballot? We're hiring field organizers! https://t.co/IR8J1eTbZz https://t.co/1rbAwJXzce,from_retweeted_status
995366509735268359,TheDemocrats,,2018-05-12 18:14:03,197,0,0,68,False,en,"Let's elect Democrats up and down the ballot this year — and why not do it in style?  😎 

Visit https://t.co/Vpj2TFefjU to purchase your gear today. https://t.co/KuHoVSK9GB",regular
995329457111040002,TheDemocrats,,2018-05-12 15:46:49,0,0,0,65,False,en,RT @tammybaldwin: Working women get the job done. I’m teaming up with labor leaders to ensure we keep making things here in Wisconsin — and…,regular
994275112684851201,tammybaldwin,,2018-05-09 17:57:14,208,0,0,65,False,en,"Working women get the job done. I’m teaming up with labor leaders to ensure we keep making things here in Wisconsin — and that more women are making them. 

https://t.co/AainyUJC3O",from_retweeted_status
995065765551362049,TheDemocrats,,2018-05-11 22:19:00,318,0,0,202,False,en,"This is what congressional Republicans are fighting for with their #GOPTaxScam: Taking jobs away from the American people and outsourcing labor. In November, we’ll show them we’re not going to take it. #IWillVote https://t.co/uMaNoF1oB1",regular
995050339350040576,TheDemocrats,,2018-05-11 21:17:42,211,0,0,95,False,en,Trump has long promised to do something about the astronomical cost of prescription drugs — but he has been all talk and no action since taking office. It looks like that’s not going to change.  https://t.co/fNlQzXm0dB,regular
995027834602172418,TheDemocrats,,2018-05-11 19:48:17,1594,0,0,464,False,en,"Congressional Republicans tried to silence @MaxineWaters as she stood up for what's right. Unsurprisingly, Congresswoman Waters didn't back down. 🔥 https://t.co/j78hUFsWTN",regular
994643849132806144,nowthisnews,,2018-05-10 18:22:27,87798,0,0,37553,False,en,'I do not yield. Not one second to you. Not one second.' — Rep. Maxine Waters will never stop reclaiming her time https://t.co/JDwfeEWy4i,from_quoted_status
995001611566108678,TheDemocrats,,2018-05-11 18:04:05,0,0,0,66,False,en,RT @Grace4NY: The administration is refusing to answer for the citizenship question in the #2020Census -- but I'm not giving up this fight.…,regular
994672675439153157,Grace4NY,,2018-05-10 20:17:00,138,0,0,66,False,en,"The administration is refusing to answer for the citizenship question in the #2020Census -- but I'm not giving up this fight. Join me here &gt;&gt; https://t.co/QRhwYkvD4n

https://t.co/IzLxMBNdA7",from_retweeted_status
994990230817067008,TheDemocrats,,2018-05-11 17:18:51,190,0,0,83,False,en,"#TeacherAppreciationWeek might be coming to an end, but our promise still stands — we will fight unrelentingly for investments that empower our educators to make a difference in the lives of their students. https://t.co/g64vTncGnU",regular
994713701793107968,TheDemocrats,,2018-05-10 23:00:02,69,0,0,36,False,en,Get your swag on for November at https://t.co/Vpj2TFefjU 😎🤳 Your purchase helps elect more Democrats from the school board to the Oval Office. https://t.co/0YXYwxwds1,regular
994698601757425665,TheDemocrats,,2018-05-10 22:00:01,69,0,0,33,False,en,"Yesterday, DNC Deputy Chair @keithellison met with over 60 organizations to discuss how Democrats and our allies are working together for the future of our nation. A special thank you to Ruth Steinmetz of @NEAToday for talking about how educators are leading the fight. https://t.co/OWFEnnwdcK",regular
994693048151003136,TheDemocrats,,2018-05-10 21:37:57,480,0,0,299,False,en,"Trump &amp; congressional Republicans wrote a tax bill that gives massive tax cuts to the wealthy &amp; grows the budget deficit. Now, they want to cover up their mistake by cutting funding to important children's health programs? Not if we have anything to say. https://t.co/HLgNPjDRBY",regular
994672422887374848,TheDemocrats,,2018-05-10 20:16:00,506,0,0,342,False,en,"Thanks to Trump’s reckless decision to pull out of the Iran deal, everyday Americans are paying more for gas while the wealthy and big corporations cash in on their tax breaks. https://t.co/q0f4cX8od3",regular
994657469266882560,TheDemocrats,,2018-05-10 19:16:35,101,0,0,34,False,en,"ICYMI: @ElizabethforMA and DNC Deputy Chair @KeithEllison talked about the importance of organizing, mobilizing, and engaging voters in 2018 on last night's episode of #DemsLive. https://t.co/mzZxMC1lOH",regular
994358016471334912,TheDemocrats,,2018-05-09 23:26:40,118,0,0,58,False,en,.@TheDemocrats Dems live - Sen. Elizabeth Warren https://t.co/aJCmCrAjQ7,from_quoted_status
994619196653916160,TheDemocrats,,2018-05-10 16:44:30,0,0,0,35,False,en,"RT @Grace4NY: .@TheDemocrats won't let rural voices go unheard. We're organizing everywhere, and we're winning everywhere. https://t.co/158…",regular
994304001867964416,Grace4NY,,2018-05-09 19:52:01,91,0,0,35,False,en,".@TheDemocrats won't let rural voices go unheard. We're organizing everywhere, and we're winning everywhere. https://t.co/158u7AS3Yd",from_retweeted_status
994358016471334912,TheDemocrats,,2018-05-09 23:26:40,118,0,0,58,False,en,.@TheDemocrats Dems live - Sen. Elizabeth Warren https://t.co/aJCmCrAjQ7,regular
994343759172206594,TheDemocrats,,2018-05-09 22:30:00,264,0,0,132,False,en,The #GOPTaxScam put the interests of the few and the wealthy over those of working Americans. It won't sit well with the American people in November. https://t.co/xMDAOfJOjd,regular
994336211870171137,TheDemocrats,,2018-05-09 22:00:01,162,0,0,71,False,en,"We can’t allow anything or anyone to silence our voices. This November, let congressional Republicans hear your voice at the ballot box: #IWillVote https://t.co/adIDP2MU86",regular
994328657375117312,TheDemocrats,,2018-05-09 21:30:00,191,0,0,101,False,en,"Despite support from most Americans and key European allies for the Iran deal, Trump recklessly ended the accord and put us on course for disaster. Unilaterally withdrawing from the agreement disregards our national security and is a major mistake. https://t.co/yGTrILQFDk",regular
994323230855966720,TheDemocrats,,2018-05-09 21:08:26,0,0,0,95,False,en,"RT @femaregion9: Hawaii officials are asking the public not to bring donations to the shelters, but instead contact the Salvation Army at 8…",regular
993573335845015553,femaregion9,,2018-05-07 19:28:37,89,0,0,95,False,en,"Hawaii officials are asking the public not to bring donations to the shelters, but instead contact the Salvation Army at 808-756-0306. #KilaueaVolcano #Mahalo https://t.co/60TukQ4a5B",from_retweeted_status
994303708795109376,TheDemocrats,,2018-05-09 19:50:52,502,0,0,230,False,en,These kids could suffer lasting psychological trauma from being physically taken away from their parents. A heartless new low for Republican leaders. Make no mistake: Democrats will fight with everything we've got to #KeepFamiliesTogether. https://t.co/w12jbUGKmQ,regular
994295113881980928,TheDemocrats,,2018-05-09 19:16:42,0,0,0,273,False,en,"RT @latinovictoryus: 👋🏾 Hey, it’s us! We’re making America great... one Latino elected official at a time. https://t.co/TNqKPwrP38",regular
993621084208549888,latinovictoryus,,2018-05-07 22:38:21,931,0,0,273,False,en,"👋🏾 Hey, it’s us! We’re making America great... one Latino elected official at a time. https://t.co/TNqKPwrP38",from_retweeted_status
994283623351312384,TheDemocrats,,2018-05-09 18:31:03,780,0,0,308,False,en,"17 out of 20 Democratic women won their primary elections for open House seats yesterday. Democrats' success in 2018 begins and ends with women, and we’re fired up to get them into office. https://t.co/Z970mURhiP",regular
994275061447225344,TheDemocrats,,2018-05-09 17:57:02,239,0,0,103,False,en,Join DNC Deputy Chair @keithellison and Senator @elizabethforma for a convo on the Democratic Party's #IWillVote program and the power of elections to effect meaningful change in the lives of the American people. Use #DemsLive to send your questions &amp; tune in at 7:00 PM ET! https://t.co/llILJixCJ8,regular
994264484708401152,TheDemocrats,,2018-05-09 17:15:00,228,0,0,125,False,en,"We don't know what Trump's EPA boss Scott Pruitt is getting himself for his birthday, but we're pretty sure you're paying for it. https://t.co/GjlLBLtoyk",regular
994254606615154693,TheDemocrats,,2018-05-09 16:35:45,447,0,0,114,False,en,"Yesterday, voters in Ohio approved State Issue 1 and took a stand against gerrymandering. Democrats are committed to making elections fair for everyone. https://t.co/LmvaMOfw6M",regular
994051827258789888,TheDemocrats,,2018-05-09 03:09:58,266,0,0,81,False,en,"From teachers’ protests to the ballot box, tonight's wins are a wake up call for Republicans. West Virginians are ready to make real, impactful change. Congratulations on your primary wins tonight, @wvdemocrats! https://t.co/7PvqDTfYX0",regular
994050204675567616,TheDemocrats,,2018-05-09 03:03:32,683,0,0,159,False,en,"Republicans must be sweating, 'cause North Carolina Democrats are ready to organize, mobilize, and win this fall. 😎 Way to go on tonight’s primary, @NCDemParty! https://t.co/AwTeRLMW4g",regular
994039889871233030,TheDemocrats,,2018-05-09 02:22:32,345,0,0,102,False,en,Congratulations to @INDems! Your hard work secured wins for some amazing Democratic candidates  tonight. Let's keep mobilizing and organizing: ➡️https://t.co/ZKn8fJEh9z https://t.co/jzK6kAeNSE,regular
994038193724018688,TheDemocrats,,2018-05-09 02:15:48,470,0,0,127,False,en,We’ve got more Democrats winning in the Buckeye State tonight. 🎉💪Congratulations @OHDems! Onward to November: https://t.co/ZKn8fJEh9z https://t.co/xqTEvrA1gm,regular
993987888869199872,TheDemocrats,,2018-05-08 22:55:54,152,0,0,134,False,en,"The Republican Farm Bill is yet another attack on access to affordable, quality health care. This legislation must be stopped. https://t.co/eCyZ61ZIcc",regular
993976335851651073,TheDemocrats,,2018-05-08 22:10:00,58,0,0,36,False,en,Join DNC Deputy Chair @keithellison and Senator @elizabethforma for a convo on the Democratic Party's #IWillVote program and the power of elections to effect meaningful change in the lives of real Americans. Us #DemsLive to send your questions &amp; tune in tomorrow at 7:00 PM ET! https://t.co/LPiwKwlLCT,regular
993968786838573060,TheDemocrats,,2018-05-08 21:40:00,275,0,0,172,False,en,"Premiums are set to rise across the country because of Republican sabotage of the Affordable Care Act. Democrats will continue to fight to protect Americans' access to quality, affordable health care. https://t.co/dFCnpseAQv",regular
993961997380276226,TheDemocrats,,2018-05-08 21:13:01,0,0,0,58,False,en,"RT @NCDemParty: It's Primary Day, North Carolina! Need to find out who's on your ballot or where your polling place is located? We've got y…",regular
993815309529296896,NCDemParty,,2018-05-08 11:30:08,63,0,0,58,False,en,"It's Primary Day, North Carolina! Need to find out who's on your ballot or where your polling place is located? We've got you: https://t.co/PhZYAOJwr4  #ncvotes",from_retweeted_status
993947200387502082,TheDemocrats,,2018-05-08 20:14:13,0,0,0,176,False,en,"RT @OHDems: Today's the day! It's Primary Election Day, your last chance to cast a ballot in Ohio's important primary election. The polls w…",regular
993792692277653504,OHDems,,2018-05-08 10:00:16,202,0,0,176,False,en,"Today's the day! It's Primary Election Day, your last chance to cast a ballot in Ohio's important primary election. The polls will open at 6:30 a.m.

Confirm your polling place and make a plan to vote NOW:

https://t.co/R2LAkWXzSD

#OHVotes #OHDEMS https://t.co/JvDHhQXVne",from_retweeted_status
993941191430426627,TheDemocrats,,2018-05-08 19:50:21,0,0,0,44,False,en,RT @wvdemocrats: Today is the day! Polls are open so #GoVoteWV!  If you need to find your polling location click here --&gt; https://t.co/KdjZ…,regular
993800177377923072,wvdemocrats,,2018-05-08 10:30:00,57,0,0,44,False,en,Today is the day! Polls are open so #GoVoteWV!  If you need to find your polling location click here --&gt; https://t.co/KdjZQD38rS Polls are open until 7:30 p.m https://t.co/mm710xLpSd,from_retweeted_status
993928666576015362,TheDemocrats,,2018-05-08 19:00:35,160,0,0,79,False,en,"Polls close at 6:00 p.m., Indiana! Make your voice heard. https://t.co/u39emkoJSB",regular
993843209045467137,INDems,,2018-05-08 13:21:00,100,0,0,26,False,en,"Who voted today? Let's see those ""I voted"" sticker selfies! 📷🗳 https://t.co/e7TqsvIoyi",from_quoted_status
993921257635794945,TheDemocrats,,2018-05-08 18:31:08,232,0,0,93,False,en,"We wouldn't be where we are today without the lessons and love our teachers showed us. On this #TeacherAppreciationDay and every day, we commit to the fight for investments that enable them to make a difference in the lives of their students. https://t.co/wbtGbnUYo6",regular
993637855812501504,TheDemocrats,,2018-05-07 23:45:00,605,0,0,280,False,en,"Congressional Republicans are trying to avoid responsibility for the disastrous #GOPTaxScam, but we know Americans will hold them accountable at the ballot box in November. You can count on it. https://t.co/Mh4LpwAcSG",regular
993618986305802240,TheDemocrats,,2018-05-07 22:30:01,285,0,0,116,False,en,"On the latest episode of ""Republicans attack a woman's right to choose"": Millions could be left without access to quality reproductive health care. Make no mistake: Democrats will always protect a woman's right to govern her own body. https://t.co/H7pbtoRxzC",regular
993602286021693446,TheDemocrats,,2018-05-07 21:23:39,0,0,0,63,False,en,"RT @NCDemParty: Primary Election Day is TOMORROW! Are you ready?
Check out our brand-new online voting tool to learn about the Democratic c…",regular
993592306711310344,NCDemParty,,2018-05-07 20:44:00,96,0,0,63,False,en,"Primary Election Day is TOMORROW! Are you ready?
Check out our brand-new online voting tool to learn about the Democratic candidates on your ballot! https://t.co/eNIUcyvsuu",from_retweeted_status
993576034229465088,TheDemocrats,,2018-05-07 19:39:20,488,0,0,184,False,en,"If we organize, mobilize, and vote, we will continue to elect more Democrats up and down the ticket and across the country #IWillVote https://t.co/rZcpNSX368",regular
993558586189021185,TheDemocrats,,2018-05-07 18:30:01,759,0,0,240,False,en,Trump's worst nightmare: More Democrats in Congress. Help us make it a reality: ➡️https://t.co/ZKn8fJEh9z https://t.co/hCETEmOTje,regular
993547163203440640,TheDemocrats,,2018-05-07 17:44:37,0,0,0,161,False,en,"RT @XochitlHinojosa: New report shows an increase in DNC diversity under @TomPerez. Take a look:
Women make up 70% of dept heads
African-Am…",regular
993498901083811845,XochitlHinojosa,,2018-05-07 14:32:50,399,0,0,161,False,en,"New report shows an increase in DNC diversity under @TomPerez. Take a look:
Women make up 70% of dept heads
African-American staff increase by 36%
AAPI staff increase by 30%
Latino staff increase by 340% 
LGBTQ staff increase by 36% 

Leadership matters.
https://t.co/8XIewTd2aZ",from_retweeted_status
993253274190008320,TheDemocrats,,2018-05-06 22:16:48,291,0,0,100,False,en,".@NVDems are mobilizing, organizing, and working hard every single day to get Nevadans registered to vote this fall. Keep crushing it! #SquadGoals 💪 https://t.co/Loso6lww8d",regular
993182426385002496,TheDemocrats,,2018-05-06 17:35:17,0,0,0,71,False,en,"RT @KansasDems: For Democrats to win big in 2018 🌊, we’ve all got to go to the polls ✍️! Commit to vote: Visit https://t.co/ToMGQiuI5j to h…",regular
991750459500179456,KansasDems,,2018-05-02 18:45:10,156,0,0,71,False,en,"For Democrats to win big in 2018 🌊, we’ve all got to go to the polls ✍️! Commit to vote: Visit https://t.co/ToMGQiuI5j to help turn the tide from the school board to the governorship. #ksleg https://t.co/O57Q5VPt3y",from_retweeted_status
993172700309925888,TheDemocrats,,2018-05-06 16:56:38,0,0,0,2772,False,en,"RT @BetoORourke: 7 days. 14 town halls. 1,300 miles.
🚙San Angelo
🚙Ozona
🚙Eldorado
🚙Sonora
🚙Rocksprings
🚙Leakey
🚙San Antonio
🚙Austin
🚙Housto…",regular
992425224435126278,BetoORourke,,2018-05-04 15:26:26,11869,0,0,2772,False,en,"7 days. 14 town halls. 1,300 miles.
🚙San Angelo
🚙Ozona
🚙Eldorado
🚙Sonora
🚙Rocksprings
🚙Leakey
🚙San Antonio
🚙Austin
🚙Houston
🚙Brownsville
🚙Edinburg 
🚙McAllen
🚙Laredo
🚙Carrizo Springs
🚙Uvalde
Grateful to all those we met! Excited to meet more Texans on the road soon.",from_retweeted_status
993158447431548928,TheDemocrats,,2018-05-06 16:00:00,448,0,0,176,False,en,Every day there are more and more reasons why Trump’s EPA boss Scott Pruitt must go. https://t.co/S2C8KTRLpk,regular
992886656641454081,TheDemocrats,,2018-05-05 22:00:00,690,0,0,328,False,en,The Democratic Party has a mission and a message. We’re fighting to build a better future for America. That’s why we need you to vote in 2018 and beyond. Visit https://t.co/ZKn8fJEh9z to commit to showing up on Election Day. https://t.co/wLnwfUZX90,regular
992864269464162306,TheDemocrats,,2018-05-05 20:31:03,0,0,0,177,False,en,"RT @Grace4NY: In North Dakota, Arizona, and Nevada, voter I.D. laws are stopping Native Americans from voting. 

We have to keep fighting t…",regular
992096450728247296,Grace4NY,,2018-05-03 17:40:00,266,0,0,177,False,en,"In North Dakota, Arizona, and Nevada, voter I.D. laws are stopping Native Americans from voting. 

We have to keep fighting to give every eligible voter the opportunity to vote. https://t.co/U5aVuZbrsd",from_retweeted_status
992845162333208577,TheDemocrats,,2018-05-05 19:15:07,0,0,0,644,False,en,RT @nowthisnews: ‘The lied to us.’ — This father of a sick child is calling out Trump and the GOP for falsely claiming their tax cuts would…,regular
992423101911597058,nowthisnews,,2018-05-04 15:18:00,974,0,0,644,False,en,‘The lied to us.’ — This father of a sick child is calling out Trump and the GOP for falsely claiming their tax cuts would lower drug prices https://t.co/9U85c9rHF9,from_retweeted_status
992826262723833856,TheDemocrats,,2018-05-05 18:00:01,315,0,0,155,False,en,"Trump promised the #GOPTaxScam would help America's working people.Instead, they've enacted a scheme that gives enormous giveaways to big corporations and the wealthy at the expense of everyday Americans. 

Union members will remember in November and so will we. https://t.co/YLTvQiVsYj",regular
992816381287682049,TheDemocrats,,2018-05-05 17:20:45,0,0,0,61,False,en,RT @harrisonjaime: Another testament to why it’s important to win Democratic majorities in our state legislatures!  Congrats Leader @senato…,regular
992792276693897216,harrisonjaime,,2018-05-05 15:44:58,175,0,0,61,False,en,Another testament to why it’s important to win Democratic majorities in our state legislatures!  Congrats Leader @senatorduff &amp; @CTDems !  This is a big win for the people of CT! @TheDemocrats @DemChairs @TomPerez #WinInEveryZipCode #FromTheSchoolHouseToTheWhiteHouse #IWillVote https://t.co/OUiKw5ImlC,from_retweeted_status
992811336768937984,TheDemocrats,,2018-05-05 17:00:42,536,0,0,171,False,en,We stand by our word: Trump’s EPA boss Scott Pruitt has got to go. https://t.co/FfHpypurJP,regular
992525318190784512,TheDemocrats,,2018-05-04 22:04:10,0,0,0,135,False,en,"RT @SaveMyCare: One year ago, House Republicans voted to kick 23 million Americans of off their health insurance, raise premiums double-dig…",regular
992172449742585862,SaveMyCare,,2018-05-03 22:42:00,206,0,0,135,False,en,"One year ago, House Republicans voted to kick 23 million Americans of off their health insurance, raise premiums double-digits, and allow insurance companies to once again discriminate against those with pre-existing conditions. 

This is one anniversary we won't forget. https://t.co/bHqvbfrAqs",from_retweeted_status
992512206452518912,TheDemocrats,,2018-05-04 21:12:04,735,0,0,255,False,en,"Democrats believe that no one should have to choose between going to the doctor or going to the grocery store — paying for food of paying for cancer treatment. In 2018, 2020 and beyond we are fighting to secure access to affordable health care. https://t.co/xB9GjZ1Z6d",regular
992494069816295424,TheDemocrats,,2018-05-04 20:00:00,145,0,0,115,False,en,"Under Trump and congressional Republicans, millions of Americans have lost their health insurance. They are more concerned with sabotaging the ACA than providing access to quality, affordable health care for all Americans. https://t.co/JQknbRSu9Y",regular
992487778641301505,TheDemocrats,,2018-05-04 19:35:00,561,0,0,264,False,en,Trump’s post-Parkland tough talk on guns was nothing but hot air. Republican interests clearly lie with the NRA — not with or for the majority of Americans who support common-sense gun reform. The people of this country deserve better. #Enough https://t.co/Ftjh8HjGIA,regular
992479933111947264,TheDemocrats,,2018-05-04 19:03:50,293,0,0,148,False,en,"One year ago today, House Republicans voted to takeaway health care from millions of Americans. The Affordable Care Act is still under attack – Democrats are committed to protecting every American's access to affordable health insurance. https://t.co/yWZB3ouZEE",regular
992471004868988928,TheDemocrats,,2018-05-04 18:28:21,414,0,0,166,False,en,"Thank you for protecting a woman's right to choose, @SCSenateDems &amp; @scdp. No matter what, Democrats are committed to fighting for what's right — which is why we need more leaders like these principled folks in state legislatures. #SquadGoals https://t.co/3o3mu71xAP",regular
992448423747112960,TheDemocrats,,2018-05-04 16:58:37,0,0,0,124,False,en,"RT @scdp: You did it South Carolina! We asked you to show up supporting the @SCSenateDems and you made your voice heard, instead of coming…",regular
992273001751003141,scdp,,2018-05-04 05:21:33,380,0,0,124,False,en,"You did it South Carolina! We asked you to show up supporting the @SCSenateDems and you made your voice heard, instead of coming to the State House tomorrow at 10 am, call your Democratic Senator to say THANK YOU! https://t.co/yfMtXj1R4W",from_retweeted_status
992237321985708032,TheDemocrats,,2018-05-04 02:59:47,0,0,0,206,False,en,RT @sabrinasingh24: South Carolina Republicans are pushing a bill to ban nearly all abortions in the state. A woman's personal health decis…,regular
992145308472827906,sabrinasingh24,,2018-05-03 20:54:09,438,0,0,206,False,en,"South Carolina Republicans are pushing a bill to ban nearly all abortions in the state. A woman's personal health decisions should be left between her and her doctor, not politicians. 

We need to elect Democrats in state legislatures now more than ever. https://t.co/l804o2zGLA",from_retweeted_status
992192777147568129,TheDemocrats,,2018-05-04 00:02:46,586,0,0,253,False,en,Congressional Republicans and the Trump administration must be stopped from reversing policies that have benefited millions of Americans. Democrats are fighting to elect leaders who want to move our nation forward. https://t.co/V9ppor1rwN,regular
992179325075148801,TheDemocrats,,2018-05-03 23:09:19,148,0,0,112,False,en,The Republican #FarmBill would enact a cruel shift in how our nation's government serves its people and it has real consequences for Americans across the country.  https://t.co/Yy4AoxJTQS,regular
992165655024553985,TheDemocrats,,2018-05-03 22:15:00,344,0,0,118,False,en,"We are organizing everywhere, we are running everywhere, and we are upending elections everywhere 😎 Keep the momentum going ➡️ https://t.co/ZKn8fJVS17 https://t.co/rJOQ5TXp3F",regular
991760860950482949,TheDLCC,,2018-05-02 19:26:29,472,0,0,190,False,en,"BIG NEWS: Michigan Democrats are running a candidate in all 110 House districts and all 38 Senate districts!  💯 

Congratulations, @MichiganDems! https://t.co/AJgReRGH1B",from_quoted_status
992156981287882752,TheDemocrats,,2018-05-03 21:40:32,0,0,0,58,False,en,"RT @DemGovs: ✔️Another state taking action to prevent gun violence thanks to Democratic leadership. 

While inaction from Trump continues,…",regular
991491972350337024,DemGovs,,2018-05-02 01:38:01,163,0,0,58,False,en,"✔️Another state taking action to prevent gun violence thanks to Democratic leadership. 

While inaction from Trump continues, @JohnCarneyDE is leading Delaware to a safer future by signing the Beau Biden Gun Violence Prevention Act. #DEpolitics https://t.co/TExEGDUzxX https://t.co/hZDyJpH927",from_retweeted_status
992148029091270656,TheDemocrats,,2018-05-03 21:04:58,0,0,0,48,False,en,"RT @nvdems: ICYMI, Dems widened our voter registration advantage last month. Our organizers and partners have been working hard to register…",regular
991730119860342784,nvdems,,2018-05-02 17:24:20,120,0,0,48,False,en,"ICYMI, Dems widened our voter registration advantage last month. Our organizers and partners have been working hard to register voters across the state and #FlipItBlue in November!
https://t.co/w7heArykHL",from_retweeted_status
992139258793111555,TheDemocrats,,2018-05-03 20:30:07,226,0,0,107,False,en,The Trump administration’s reckless policies are tearing families apart with little regard for how traumatic it is for both children and parents to be forcefully separated. Democrats will continue to fight to #KeepFamiliesTogether. https://t.co/9mnfIVbeQb,regular
992118454068154368,TheDemocrats,,2018-05-03 19:07:26,151,0,0,76,False,en,We can't win these elections without you. Visit https://t.co/3dtHIhh7fH and find out how you can contribute to the movement. https://t.co/FWWuQAODe2,regular
992095099059240960,TheDemocrats,,2018-05-03 17:34:38,258,0,0,79,False,en,"This is what being a teacher is all about: Elevating our students and working to ensure their future is as bright as their dreams demand. For @MandyRheaWrites and every educator in America, Democrats will fight for our teachers. https://t.co/zNy0WwWRVr",regular
991825916148891648,TheDemocrats,,2018-05-02 23:45:00,278,0,0,240,False,en,Congressional Republicans are making health care less accessible and more expensive for everyday Americans. https://t.co/xSUT6JZP2F,regular
991812993288671232,TheDemocrats,,2018-05-02 22:53:39,465,0,0,156,False,en,"Trump’s EPA head, Scott Pruitt, is not interested in following his job description. But Democrats are ready to fight back to protect our environment from the Republicans' onslaught. https://t.co/4XWivD4Qvm",regular
991784397748649985,TheDemocrats,,2018-05-02 21:00:01,283,0,0,156,False,en,"Puerto Rico is still struggling to recover from the devastation left by Hurricane Maria, and the Trump administration and the Republican-controlled Congress have yet to address the needs of our brothers and sisters on the island. https://t.co/egG5MqEhwS",regular
991769301924372480,TheDemocrats,,2018-05-02 20:00:02,302,0,0,130,False,en,"Republican politicians still don’t get it. Dreamers are hard-working individuals who are American in every way but on paper, and they are deserving of an opportunity to contribute to our nation. https://t.co/rATUOXbW2Y",regular
991761835278983168,TheDemocrats,,2018-05-02 19:30:22,0,0,0,362,False,en,RT @SenSchumer: The American people know the Trump admin is responsible for the repeated sabotage of the health care system and that Republ…,regular
